uid,held,held_source
2026 INSC 636,"Constructive res judicata mandates that all grounds that might and ought to have been employed in the proceedings, should be employed to avoid multiplicity of proceedings - It is a deeming fiction of law, but its application is not uniform and instead is dependent on the facts and circumstances of a particular case with ‘due regard to ambit of the earlier proceedings’ and ‘the nexus which the matter bears to the nature of the controversy’ - The issue of constructive res judicata was decided by Trial Court in favour of appellant - Such finding was agreed to by the First Appellate Court, but wrongly reversed in the impugned judgment by High Court - Appellant by virtue of 1960 deed was the owner of a large portion of land - According to him ‘R’, had wrongly sold off parts thereof in two independent transactions therefore, acting through his parents, he challenged both those transactions - Where and how does the question of asserting his right over the larger parcel of land emerge when the same already rests undisputedly in his favour by virtue of the 1960 deed - When the apprehension arose by virtue of ‘R’s application to mutate his name in the relevant records with respect to the entire property in excess of what was part of sale transaction, came the suit by the appellant, asserting his right which had, in his view, be hitherto unquestioned - This question missed the attention of the High Court - Further, the effect of agreeing with the High Court would be that the appellant would be deprived of the entire property given to him by ‘MR’, and that has been in his name ever since he was born or shortly thereafter - The application of law, especially when it comes to inter family disputes is not akin to enforcing the black letter of the law but calls upon the Judge to understand the surrounding facts and circumstances and in the light thereof come to a conclusion in accordance with law - The part of the appellant’s right which was threatened was challenged so in effect, he through his guardians, was protecting his rights - There was no occasion to do anything further - When this is the reality, to apply a principle of law which would lead to an unduly harsh and unjust consequence, would be offensive to both law and equity in these circumstances - Impugned judgment set aside. [Paras 8.1, 8.2, 11, 13, 14] Code of Civil Procedure 1908 - s.11 - Constructive res judicata - Principles of: Held: Constructive res judicata mandates that all grounds that might and ought to have been employed in the proceedings, should be employed to avoid multiplicity of proceedings - It is a deeming fiction of law, but its application is not uniform and instead is dependent on the facts and circumstances of a particular case with ‘due regard to ambit of the earlier proceedings’ and ‘the nexus which the matter bears to the nature of the controversy’ - This principle is founded on public policy - It is a generally acceptable rule that one person should not be “vexed twice over” for the same kind of litigation - As such, it also applies to the proceedings u/ Art.226/32 of the Constitution of India - In respect of ‘ought’, the said word implies the threshold to be above mere possibility - The parties while conducting litigation are expected to apply ‘reasonable diligence’, ‘legitimate purview’ - It is from this lens that it shall be adjudicated whether all issues that were properly arising to the litigation; which ought to have been raised; were raised or not - The principle applies with equal force in cases where the ground that might and ought to have been raised was not done, on account of negligence, inadvertence or accident - In other words, might and ought to apply cumulatively with full force, without exception - The party therefore commits these errors at their own peril. [Paras 8.1-8.6]",headnote
2026 INSC 637,"In view of the liberal interpretation of the term ‘use’, in ordinary circumstances, the presence of the respondent in the auto rickshaw suffice as ‘use’ - Motor vehicle itself does not play an active role in the accident - It is not part of the proximate cause of the accident, thus, a claim u/s.166 specifically may not be appropriate - However, person who has suffered such life * Author altering grievous injuries, being left in lurch, without any money to sustain himself, does not appeal to the conscience of justice - It is within the domain of this Court, as the final Court to ensure the law, as implemented, specially in cases like these, is humane and in accordance with the salutary principles of the Constitution - Compensation as determined by the High Court, insufficient, owing to technical approach adopted by the High Court - In view thereof, total compensation enhanced to Rs.25,00,000/- along with interest as determined by the High Court, to be calculated from the date of filing of the claim petition - Apportionment of liability remain undisturbed - Constitution of India - Art.142. [Paras 13, 15]",headnote
2026 INSC 639,"Dismissal order set aside as wholly disproportionate to the charges proved, while leaving the finding of misconduct undisturbed - Imposition of the second punishment of treating the suspension undergone as punishment not permissible and set aside - Finding that misconduct stood proved against the appellant to remain undisturbed and the adjudication of misconduct recorded in complaint by the labour court, which was also affirmed in Revision not reopened - Appellant was a party to the adjudicatory proceedings before the labour court where the misconduct was recorded and had the opportunity to lead and in fact led the evidence in her favour - Not established that the appellant holds a civil post thus, entitled to the protection as envisaged in Art.311 of the Constitution - No error in the concurrent finding that the Executive Engineer was competent under the Regulations to pass an order of punishment against the Appellant-Pay Grade-III employee - Challenge to the dismissal order on the ground of lack of competence rejected - Regarding the dismissal order, the disciplinary authority proceeded substantially on the earlier show-cause notice, which was based on the domestic enquiry that was subsequently found not to be valid - After remand, the misconduct was still established, but in a different manner before the new forum, based on the evidence led before the labour court - Disciplinary authority was, thus, required to give another show cause notice with fresh application of mind to enable the appellant to submit her representation as regards the nature of punishment - Before imposing the penalty of dismissal from service, the disciplinary authority failed to consider the relevant factors bearing on punishment - Competent authority to determine the appellant’s claim for subsistence allowance - Since the appellant has already crossed the age of superannuation, no direction for reinstatement can be issued at this stage - Thus, the impugned judgment and order passed by the High Court set aside in terms of the directions. [Paras 111.1-112] Constitution of India - Art. 311 - Applicability to employees of Government Companies/Corporations - Civil post under Union or State - Protection u/Art. 311 - Explained. [Paras 35-37] MSEDCL Employees Service Regulations, 2005 - Regn.88(j) - Fresh show-cause notice for punishment, if required after the Surekha Domaji Bele v.",headnote
2026 INSC 647,"The right to walk is a fundamental right under Part III of the Constitution - It is integral to the right to movement guaranteed u/Art.19(1)(d), r/w Art.19(1)(a), Art.19(1) (b), Art.19(1) (c) and Art.21 - The fundamental right to walk will take within its sweep the right to demarcated footpaths - These rights are primary and shall have priority over movement by motorised vehicles - The fundamental right to walk on demarcated footpaths has a correlative duty - If the road exists, there is a duty to ensure that there are demarcated and well-maintained footpaths for walkers - The duty bearers are the urban development authorities, municipal corporations, municipalities and even panchayats, who must endeavour to demarcate, construct, maintain, and safeguard footpaths and other necessary pedestrian infrastructure, as walking is integral to life - The violation of the right to walk on demarcated footpaths will entitle the citizens to invoke constitutional and legal remedies against duty bearers for restitution and compensation - This remedy is independent of the remedies that are available under the Motor Vehicles Act, 1988. [Paras 4,5, 20(a)-(c)] Constitution of India - Art.19(1)(d) r/w Arts.19(1)(a), (b), (c) and Art.21 - Right to walk on demarcated footpaths, a fundamental right - Need for legal framework not only for declaring the right, but also to recognise the duty bearers; establishment of a regulatory body: Held: The Motor Vehicles Act, 1988, is not and has never been the statute that recognises the fundamental right to walk - In fact, it has been an impediment and, in many ways, undermined the precious rights of walkers - Though the right to walk on demarcated footpaths is integral to Arts.21 and 19(1) (d), there is no legislation - It is compelling to lay down a statutory framework not only for declaring the right, but also to recognise the duty bearers - The Act must protect, enhance, and provide quick remedies for violations, and also establish a full-time regulator to plan, enforce, and implement this precious right - Registry to send a copy of the judgment to the Ministries of Housing and Urban Affairs, Rural Development, Road Transport and Highways, to reflect on the compelling necessity for initiating the necessary legal framework - A copy may also be sent to the Law Commission for examining the statutory framework for protecting the right, identifying the duty bearers and provisioning remedies - Constitutional Courts also have a duty to declare with clarity the existence of this fundamental right and ensure that the existing civil and the constitutional remedies are accessible and effective - To enhance and effectuate the fundamental right to walk on demarcated footpaths, it is necessary to establish a regulatory body - Role of, discussed - Registry to re-number this case as a petition u/Art.32 of the Constitution by changing the cause title to Re: Fundamental Right to Walk and Footpath - The Government of India, through the Ministries of Housing and Urban Affairs, Rural Development and Road Transport and Highways, impleaded as a party in person. [Paras 6, 13, 16, 21] Motor Accidents Claim - Reduction of compensation, when not justified - Appellant’s five-year old son died as a result of the injuries after he was hit by a tanker while they were walking towards his school - Claim petition filed by appellant for compensation of Rs. 25,00,000/- - MACT granted Rs.7,82,000/- with interest @ 6% p.a. from the date of the petition till realisation - Appeal filed by the appellant as well as the Insurance Company, High Court dismissed the appellant’s appeal and, while allowing the respondent’s appeal, reduced the compensation to Rs. 4,70,000/- - Interference with: Maniyar Iliyaz @ Shaik Riyaz & Anr. v. P. Ayyappan & Ors. Held: High Court erred in reducing the compensation granted by MACT - In Karuna Parmar v. Prakash Sinha, involving a similar factual situation in which the deceased minor was 6 years old, this Court fixed the child’s daily income at Rs.223/- and, by referring to the notification issued under the Minimum Wages Act, 1948, it prescribed the wages payable to a skilled worker for the year 2014 - Consequently, the monthly income was calculated at Rs. 6,690/-, and the deceased’s annual income was taken as Rs. 80,280/- (6,690 × 12) - After adding 40% towards future prospects, the annual income was assessed as Rs.1,12,392/- (80,280 + 32,112) - Upon deduction of 50% towards personal and living expenses, the annual loss of dependency was determined as Rs.56,196/- - Applying the multiplier of 18, the total loss of dependency was computed as Rs.10,11,528/- - Applying the same to the instant case, the compensation is recalculated as Rs.10,11,528/- towards loss of dependency, Rs.96,800/- towards loss of consortium, Rs.18,150/- towards loss of estate and Rs. 18,150 towards funeral expenses -Appellant entitled to compensation of Rs.11,44,628/- - Minimum Wages Act, 1948. [Paras 18,19]",headnote
2026 INSC 648,"High Court erred in reversing the decrees passed by the Trial Court and affirmed by the first Appellate Court on irrelevant considerations - The initial suit filed by the original plaintiff was essentially for a decree for mandatory injunction seeking removal of the alleged encroachment undertaken at the behest of the defendants on the common open space beyond the construction of the plaintiff - According to the original plaintiff, such construction interfered with the right of the plaintiff to enjoy air and light through the ventilators as well as obstructed the passing of water through the common path - Defendants could not prove any right, title or interest on the land on which they had erected the wall - The decree was, thus, passed to remove the wall illegally erected by them - In the other suit, the Trial Court found that the defendants had put up a lintel of the school building on the wall of the plaintiff’s house illegally - A decree directing removal of the same and restraining the defendants from doing so in the future was passed - Both these decrees were upheld by the first Appellate Court - There was no prayer whatsoever made by the original plaintiff seeking any damages or compensation from the defendants for the encroachment committed by them - In absence of any such relief sought by the original plaintiff, the decree passed in his favour could not have been set aside by the High Court by compelling his legal heirs to accept compensation that was directed to be assessed by a valuer - The legal heirs of the plaintiff did not consent for such course to be followed - High Court could not have undertaken such exercise of seeking to compensate one party at the cost of the other without any prayer being made in that regard - Once the decrees passed by the Trial Court in favour of the plaintiff were set aside, there would be no occasion for the Executing Court to proceed with the execution proceedings since there would be no decree holding the field for being executed - Thus, directing the Executing Court to assess the value of the wall in question would be requiring it to undertake an exercise not supported by any decree whatsoever - The course adopted by the High Court does not find support u/Or.XXI, CPC - There being no prayer made by the original plaintiff in the suit for grant of any compensation nor any consent having been offered by Rajat Kumar and Others v. S D Adarsh Jain Kanya Maha Vidyalaya Sadhaura and Others the legal heirs of the plaintiff in that regard, the High Court could not have imposed such a direction on them, especially when there was a decree operating in their favour - Judgment of High Court unsustainable, set aside - High Court to re-consider both the appeals in accordance with s.100, CPC. [Paras 5(a)-(c), 6]",headnote
2026 INSC 65,"No - The proviso applies to only one specific situation, namely, where notices of motion given on the same day have been admitted by both Houses - It does not restrict or negate the individual authority of either House of Parliament - In a case where notices of motion were given in both Houses on the same day, the fact that a notice is not admitted in one House will not necessitate constitution of a Joint Committee and the Speaker or the Chairman, as the case may be, can independently proceed to constitute a Committee - The interpretation of the first proviso , as advanced by the petitioner, that where notices of motion have been given in both Houses on the same day, the rejection of a notice in one House would automatically result in the notice in the other House failing, not accepted - The first proviso does not address all possible permutations but is confined to one specific situation, namely, where notices of motion given in both Houses on the same day have been admitted in both Houses - It is only in that limited situation that the statute mandates the constitution of a Joint Committee - The first proviso is not exhaustive but situational in nature - It does not contemplate a scenario where a notice of motion is accepted in one House and rejected in the other - To interpret the said proviso in the manner suggested by the petitioner would require to read into it a disabling consequence, namely, that the motion pending in the other House must also necessarily fail - Such an interpretation would amount to judicial legislation - There is nothing in the Inquiry Act to suggest that rejection of a motion in one House would render the other House incompetent to proceed in accordance with law. [Paras 12.1-12.3, 12.5, 14, 54] Judges (Inquiry) Act, 1968 - s.3 - Constitution of India - Article 91 - Rules of Procedure of the Rajya Sabha - rr.7-9 - Plea of the petitioner that the Deputy Chairman of the Rajya Sabha, acting as the Chairman, was not even empowered to consider the question of admission of the motion, far less refusing to admit it - Whether, in view of the office of the Chairman of the Rajya Sabha falling vacant, the Deputy Chairman of the Rajya Sabha was competent to refuse admission of the notice of motion: Held: Yes - The Deputy Chairman was competent to consider the notice and refuse admission of the motion - Constitution is the supreme law of the land and all laws validly enacted owe their origin to the Constitution - To proceed in disregard of what the Constitution ordains would be an act of gross impropriety on our part - To read the statute in isolation of the Constitution would be grossly incorrect - Any interpretation of a statute which has the effect of generating an interpretation fouling the Constitution should be eschewed - A fortiori, a narrow interpretation of the word “Chairman” appearing in s.3 overlooking Article 91 would be incoherent - The onerous obligation, nay, duty of the Deputy Chairman, to perform the duties of the office of the Chairman is sacrosanct to the functioning of the Council of States - The duties that the Chairman and the Deputy Chairman (in case of a vacancy in the former office) perform under the Inquiry Act cannot be separated from the office that they hold as the Presiding Officer of the House - Furthermore, Doctrine of necessity also compels the Deputy Chairman, or whosoever is the incumbent acting in place of the Chairman, to exercise the functions of the Chairman in his place - Judges (Inquiry) Rules, 1969 - Doctrine of necessity. [Para 17.2, 17.3, 18.3, 22, 54]",headnote
2026 INSC 653,"As regards negligence, no reason to take a view different from that concurrently taken by the tribunal and the High Court - Mere fact that the car collided with the truck from behind cannot, by itself, lead to an inference of negligence on the part of its driver - Issue of negligence to be examined in the totality of circumstances - Stationary vehicle occupying the road in the dead of night without any warning indication poses an evident hazard to road users - Tribunal and the High Court, on appreciation of the evidence, rightly concluded that the proximate cause of the accident was the negligent act of the truck driver in leaving the vehicle unattended on the road without adequate precautionary measures - No evidence worth the name adduced to establish negligence on the part of the car driver, and in the absence thereof, the plea of contributory negligence cannot be accepted on mere conjecture - Determination of compensation under the MV Act is guided by the principle of awarding ‘just compensation’, which must account for the future prospects of the deceased and such determination cannot travel into the realm of conjecture - Compensation cannot be founded on assumptions of assured professional success or on salary benchmarks of unrelated successful professionals - Exercise of assessing compensation by the tribunal, sufficiently accounts for the professional promise of the deceased and leaves no room for further enhancement on the aspect of loss of dependency - Any further increase on that basis would cease to be compensatory and would enter the impermissible domain of speculation - Considering that the accident took place in 2013, no inclination to interfere with the same by reducing the award under any heads - Life of a young individual and the loss suffered by his family cannot be measured in precise monetary terms, and determination of ‘just compensation’ under the MV Act does not admit of mathematical exactitude - MV Act being a beneficial legislation, the duty of the Court is to ensure that just compensation is awarded, even if legitimate conventional head is omitted by the courts below - On facts, the claimants, being the parents of the deceased unmarried son, entitled to compensation under the head of ‘filial consortium’ - Compensation awarded by the tribunal, as affirmed by the High Court, enhanced by an amount of Rs.80,000/- towards filial consortium, payable to the claimants in equal measure, together with interest - Compensation awarded The Oriental Insurance Company Limited v. Kalu Ram and Others by the tribunal, as affirmed by the High Court, modified from Rs.81,21,900/- to Rs.82,01,900/- along with interest. [Paras 14-30]",headnote
2026 INSC 656,"When the income of the injured claimant carpenter is to be notionally assessed for the purpose of compensation, the fact that he was a skilled worker, cannot be overlooked, and has to be accounted for - In assessing the compensation for permanent disability, quantum of compensation must correspond to the loss of earning capacity which is an important yardstick and an acid test which would guide the courts - Socio-economic conditions of the claimant and the concerning circumstances on that count also to be taken into account - Extent of the functional disability largely remain dependent upon the nature of work and the kind of earning activity in which the injured is engaged, and not what the doctor may have judged in terms of medical standards - Claimant was engaged in the carpentry work and while working as a carpenter, he has to necessarily sit - Because of amputation of the lower half part of the right leg, the claimant is not able to * Author sit in a squatted or crossed legged manner, as such it is evident that he will not be able to perform the carpentry work - Carpenter cannot perform such work while in a standing position - For standing also, he would need support - Thus, the actual effect of amputation resulting out of the accidental injury for the claimant is total in terms of the work in which he is engaged and he is to perform, which really does not match and does not augur well with the extent of 70% disability as medically indicated - Disability of the claimant has to be appreciated and assessed in the context of the occupation of the claimant, activity of work he used to do as carpenter - Functional disability of the claimant has to be taken properly and reasonably at 100% - Claimant is 38 years of age, and taking his average life expectancy to be 75 years, he would require a replacement of artificial limb at least six times for the remaining 37 years - Prosthetic limb would again require a half yearly repair and maintenance - Claimant must be compensated in a manner and to the extent that he is able to live life in the future years almost in the same way as he was leading his life prior to the accident - In the yearly income to be assessed on the basis of monthly income at Rs.9,000/- and 40% will have to be added towards ‘future prospects - Calculation, thus, leading to the amount to be awarded towards loss of future earnings with 100% disability and multiplier of 15% would be 22,68,000/- - In the said total amount, the compensation towards other heads, expenses for prosthetic leg, towards pain, shock and suffering, for attendant charges, medical expenses, loss of amenities, loss of income during laid up period, attendant charges, transportation charges to be added - Compensation of Rs.35,95,923/- to be just and fair compensation to be paid to the claimant, with 6% p.a interest from the date of filing of the claim petition till actual payment. [Paras 5.2, 5.2.4, 5.3.2, 5.4.1, 5.5.1, 5.5.2, 5.6.3, 5.7.4-5.7.65.9, 5.9.2-8]",headnote
2026 INSC 66,"The agreements of the assessee with the agents are part of the record of the present appeals - A bare perusal of these agreements would indicate that they are in the nature of booking a particular speaker for the Summit - The tenor of the contracts * Author HT Media Limited v. Principal Commissioner Delhi South Goods and Service Tax and the declaration given by the agents clearly indicate that the services rendered by such agents to the assessee were in the nature of booking the speakers for the event to be organized by the assessee - The contracts were entered into with the agents qua each speaker laying down the modalities of his/her visit and consideration for the same - Such services cannot be equated with “event management service” which has been statutorily defined to mean “any service provided in relation to planning, promotion, organizing or presentation of any arts, entertainment, business, sports, marriage or any other event and includes any consultation provided in this regard” - The contract of the asseessee with the booking agents was not for “management of an event” but for booking of the speaker - The presence of the speaker is essential for the event cannot be disputed - The speaker does not plan, promote, organize or present the event - Thus, the speaker, is neither an “event manager” nor does he provide an “event management service” - Similarly, the booking agent who merely books the speaker also acts in the capacity of an agent or representative for agreeing to the terms of the speakers’ presence at the event - Participation in the event cannot be considered as management of the event - This precisely is the fundamental error committed by the revenue as well as by the Tribunal while imposing Service Tax on the service in question under the category of “event management service” - Even if this test of interpretation of sales tax statutes is applied for interpreting the clause for imposing Service Tax, the contract in question cannot be considered to be commonly understood as that of event management - Thus, the impugned judgment and order passed by the Tribunal is hereby set aside. [Paras 37, 39, 41, 48, 49]",headnote
2026 INSC 661,"ITRs being a statutory document are an important reference point when it comes to assessing one’s income, for the purposes of compensation under the Motor Vehicle Act - There must be a bifurcation made between salaried individuals and self-employed individuals when it comes to assessment of annual income - For salaried individuals, only the ITR of the previous year will be sufficient for showcasing the annual income from salary since the financial impact of promotions is significant and may be reflected in the ITR for only that year - When it comes to self-employed/ individuals carrying out their own business, the average of the income specified in the ITRs of up to the previous three years is to be taken as a reference point for assessment of annual income from their business - Where only one or two ITRs have been filed, and there * Author Rashmirekha Tripathy and Anr. v. The Branch Manager (Legal Claims), Sriram General Insurance Company Limited and Ors. is fluctuation of income, surrounding circumstances-nature of the business; growth pattern of the business; impact of death on the business; potential growth of business; negative income, to be taken into consideration - Date when the ITRs are filed would also become a relevant consideration, as there may be scenarios where inflated income is showcased after death/injury - In these circumstances, the surrounding factors of the business would become more relevant - However, if sufficiently supported by financial statements, such ITRs may be taken into consideration - On facts, the appellants brought on record two ITRs for AY 2017-18 and AY 2018-19, and High Court took the average of these to assess the annual income of the deceased as Rs.13,33,226/- - No reference made to other factors relating to the nature of business - Thus, with a view to awarding just and fair compensation, his annual income is fixed as Rs.14,00,000/- - In view thereof, the compensation payable to the appellants would be Rs.1,97,81,505 - Impugned award modified accordingly. [Paras 17-23]",headnote
2026 INSC 662,"In the present case, there is no express authorisation by defendant no.5 allowing the counsel-M to sign the compromise on his behalf, nor is there anything on record to demonstrate the exigent circumstances which prompted the counsel to act without seeking a clear approval from defendant no.5 - In absence of the aforesaid, the ‘voluntary’ aspect mandated by Or.XXIII r.3 of the Code of Civil Procedure, 1908, which is essential for a compromise decree cannot be established on the record - As such, the requirements of Rule 3 have not been complied with - * Author Krishna Kumar Ojha & Ors. v. Jitendra Chaudhary & Ors. The resulting compromise is contrary to law - As far as delay is concerned, in view of this Court, if the delay had been the ground to dismiss the miscellaneous case, the effect would be to perpetuate something which is not in accordance with law - The same cannot be permitted - In this case, although the compromise was not signed by him, defendant no.5’s rights in the property which is not miniscule were directly affected by the compromise - Also, most basic facts in the instant case are disputed - It is for the aforenoted reasons that the delay of 25 years has to be given a go-by in the facts of this case - It is not in all cases that such large delay can be set aside - Whether or not a particular case warrants taking such a view is to be determined after a detailed examination of the record in each case - The compromise decree has been correctly set aside - The issues of the partition suit require to be adjudicated in a full trial. [Paras 5.6, 6.5, 6.6, 6.7]",headnote
2026 INSC 668,"Respondent No. 1 has filed an affidavit indicating that the alleged judgments relied on by NCLT were not cited by its counsel at the bar - The affidavit also indicates that the so-called precedents relied on by the adjudicating authority were obtained through its own research - The fake, non-existent judgments escaped scrutiny by the first statutory appellate tribunal - Judicial process and the judgment under challenge are tainted by the usage of materials which are said to be precedents, but in reality, they are unreal, fake, and do not exist at all - A decision of a Court or an adjudicating authority based on material which is fake and hallucinated is no decision at all, and it amounts to subversion of the rule of law - Such a decision is unsustainable - Thus, the judgment and orders passed by the NCLT and NCLAT dated 28.08.2024 and 11.09.2025 are hereby set aside. [Paras 16, 17, 18] Artificial Intelligence - Artificial Intelligence Application - Control over the application and usage of AI - Discussed. [Para 5] Artificial Intelligence - Artificial Intelligence in aid of Adjudication - The Courts to adopt a zero-tolerance mode for producing, citing or using AI-generated precedents without verification - Discussed. [Para 7] Artificial Intelligence - Artificial Intelligence in Legal system - Adoption of AI technology in aid of adjudication - Requirement of a human loop at every stage. [Para 1] Artificial Intelligence - Artificial Intelligence Hallucination - Directions issued: Held: The Bar Council of India, being the apex statutory body, directed to constitute a committee and deliberate on this issue of members of the bar submitting such fake and hallucinated material before the Court as if they are precedents of law - The Bar Council must take up this issue with utmost seriousness, deliberate earnestly, and prescribe a guiding principle to prevent such occurrences, along with the disciplinary action that will follow a violation of the norms. [Para 9]",headnote
2026 INSC 671,"‘Amalgamation’ denotes the fusion of two or more companies into one by merger or by one taking over the other - When two companies amalgamate and merge into one, the transferor company ceases to exist as a separate entity - s.14(1)(b) of the DRC Act is wide enough to encompass every mode by which possession * Author or tenancy rights of the demised premises are transferred from the original tenant to another entity - Once the possession of the tenanted premises, together with the accompanying rights, passes to an entity other than the original tenant without the written consent of the landlord, and the tenant losing its identity and control of possession of the tenanted premises, s.14(1)(b) of the DRC Act stands automatically attracted - Therefore, what is material is that- there is a transfer of tenancy rights and possession of the tenanted premises; and such transfer is done without the written consent of the landlord - Undisputedly, upon the amalgamation taking effect, the original tenant-HCB ceased to exist and all its rights, liabilities, assets and interests, including the tenancy rights qua the tenanted premises stood vested in PNB - Thus, HCB parted with the possession of the tenanted premises and PNB came to occupy the same - Such a transfer took place without the written consent of the landlord - Therefore, both the ingredients of s.14(1)(b) of the DRC Act stood fully met - Amalgamation of the original tenant-HCB with PNB rendered PNB liable to be evicted from the tenanted premises u/s.14(1)(b) of the DRC Act - Impugned judgment set aside - Judgment passed by the Rent Control Tribunal whereby the suit for eviction was decreed, restored - Companies Act 1956. [Paras 10, 12, 13, 21] Delhi Rent Control Act 1958 - s.14(1)(b) - Banking Regulation Act, 1949 - s.45 - Plea of the respondent(s) that since the amalgamation was effected pursuant to a Gazette Notification and a scheme prepared by RBI u/s.45 of the BR Act, the transfer of tenancy rights and possession must be regarded as involuntary and falling outside the ambit of s.14(1)(b): Held: Contention not agreed with, unsustainable in law - Applicability of s.14(1)(b) depends upon the occurrence of a factual situation, namely, sub-letting or assignment or otherwise parting with possession of the whole or any part of the premises by the tenant - It does not distinguish between voluntary and involuntary transfers, nor does it carve out any exception in favour of transfers effected pursuant to a scheme of amalgamation or to secure compliance with law - Therefore, where, upon amalgamation effected u/s.45 of the BR Act, the tenancy rights vest in another entity and possession qua tenanted premises passes to it without the written consent of the landlord, the ingredients of s.14(1)(b) shall stand fully satisfied - The reasons necessitating such transfer or whether it was voluntary or involuntary, are wholly immaterial for the purposes of attracting the British Motor Car Company (1939) Ltd. v. M/s Hindustan Commercial Bank Ltd. said provision - The ground of eviction u/s.14(1)(b) of the DRC Act is clearly made out in the facts of the present case. [Paras 14, 15] Words and Phrases - ‘amalgamation’ - Meaning: Held: ‘amalgamation’ denotes the fusion of two or more companies into one by merger or by one taking over the other - When two companies amalgamate and merge into one, the transferor company ceases to exist as a separate entity - The true effect and character of an amalgamation largely depends on the terms of the merger scheme. [Para 10] Banking Regulation Act, 1949 - s.45 - Delhi Rent Control Act 1958 - s.14(1)(b) - Respondent(s) contended that the amalgamation in the present case was triggered pursuant to a scheme framed by RBI in exercise of its ‘statutory power’ u/s.45 of the BR Act and such a scheme-framing process is legislative in nature - It was thus, submitted that since the tenancy rights stood vested in PNB pursuant to the operation of a statutory scheme, the said transfer could not be equated with assignment or parting with the possession within the meaning of s.14(1)(b) of the DRC Act: Held: Contention is misconceived - The scheme-making process u/s.45 of the BR Act is administrative in nature and not legislative - Merely because a scheme framed u/s.45 of the BR Act is required to be sanctioned by the Central Government and placed before both the Houses of Parliament, it does not become legislative in nature - Thus, the amalgamation scheme framed by the Reserve Bank of India, in exercise of power u/s.45(4) of the BR Act, cannot be accorded the status of a statutory enactment so as to override the operation of s.14(1)(b) of the DRC Act. [Paras 16, 17]",headnote
2026 INSC 678,"Clause 19 is a valid binding term of the agreement - The two limbs of the Clause 19 have to be read together, and they are interdependent - While the first portion states that “it shall not carry any interest” and second portion of the same clause reads that “shall be refunded to the contractor within three months from the date of expiry or sooner determination of the contract” - The correct * Author State of Haryana & Ors. v. M/s Jai Durgaa Finvest P. Ltd. interpretation of this Clause would mean the Respondent’s deposit will earn no interest and it will be returned to the Respondent within three months of the contract coming to an end or within three months of the termination of the contract - On a proper reading of the Clause 19 it is clear that the Appellant cannot retain the money which is interest free, in perpetuity - Once the contract is determined then it is the obligation upon the State to refund the security deposit within the period prescribed in the agreement - If the State retains the security deposit beyond three months the Respondent-contractor is entitled for interest which is very clear from a proper reading of Clause 19 - Therefore, since the contract has been determined on 09.03.2000 and the period of three months expired on 09.06.2000, the Respondent is entitled to interest for the period commencing from the expiry of three months from the determination of the contract that is from 09.06.2000 till the date on which the security was so adjusted or appropriated towards the dues payable by the Respondent to the Appellant. [Paras 27, 28, 29] Mines & Minerals (Regulation and Development) Act, 1957 - The Punjab Minor Minerals Concession Rules, 1964 - An auction notice was given for the extraction of Yamuna sand from Bega Murthal Sand Zone - Respondent firm was the highest bidder - The bid was accepted by the Appellant - On 30.11.1998, a contract was executed between the parties in terms of the Form-L - As per the said contract the Respondent was to deposit the contract money in advance to the Government on a monthly basis - Respondent defaulted in their installment - On 09.03.2000, after affording due opportunity to the Respondent and after perusing the reply, the contract was terminated by the Director of Mines and Geology - Whether the order of termination of the contract suffer from any illegality: Held: The Respondent was fully aware of the statutory Rules and Form as per the terms of which there are certain conditions to be fulfilled and failure thereof will entail certain consequences - Likewise, the Respondent was also aware that the security deposited will not carry any interest and it will be refunded within three months from the date of the expiry of the contract or sooner determination of the contract - When the Respondent signed the contract/agreement on 30.11.1998 as prescribed under Form-L, it was conscious of all the clauses, especially Clause 19 which prescribed that the security deposited will not carry any interest - The order of termination of the contract was effected due to the failure of the Respondent in abiding by the conditions as stipulated in the agreement - Though the Appellant had served a notice on the Respondent calling upon them to make the payment of monthly installment failing which contract would be cancelled, Respondent did not abide by the same and took excuses for not carrying out the obligation - It has been found by the courts below that the order of termination of the contract does not suffer from any illegality particularly when the Respondent failed to respond even to the notice of termination - This aspect has attained finality, especially in view of order dated 08.05.2009 passed by a coordinate bench of this Court in SLP(C) Nos.9761-9762 of 2009. [Paras 25, 26]",headnote
